teks,label
hantar nama arah syarikat jabat sekat tinggal malaysia rana gagal laksana tunggak kerja tindak ambil dasar akta,Positif
orang ragu takut ketidakpastian sayang karir sadar cocok karir bagus bidang ganti karir akibat,Positif
kerja usaha keluarga peduli kerja cuti kasih pelit pakai pakai pribadi internet kecuali komputer pakai potong cuti kasih format ulang,Positif
temu bumn pupuk kaltim usaha bumn susul alami kerja usaha bumn amburadul komisi kritik menteri bumn,Positif
singkat wang ajar aspek hukum gugat buah usaha wang orang tani miskin desa hati gusar lihat lingkung desa cari limbah,Positif
jujur usaha negara prinsip kerja sanggup sila orang sedia posisi prinsip karyawan makan hati kerja,Positif
keluarga bisnis ekspedisi karyawan efisiensi barang lari kompetitor minggu kompetitor pindah kantor bangun tingkat bangun lantai,Positif
bilang tahan kerja makan obrol orang kerja usaha laku sepele kayak,Negatif
kadang nama paragon segani pindah usaha mudah kasih tawar gaji lipat,Negatif
bocor data pribadi kualitas hidup bikin kabur lapang kerja tantang kerja tipe kontrak skala usaha kualitas udara bikin sakit lumayan,Negatif
kasir abdi usaha ujang pindah ujang gaji bangladesh,Negatif
tonton bahas pindah agens posisi pindah level bilang junior pindah agens,Negatif
mari usaha usaha pindah suami kota,Negatif
usaha cuti meni suami pindah kota hamil cuti pikir usaha situ marah,Negatif
usaha jelek bikin kembang doang proses kerja ajeg capek kerja jelek terima kerja hikmah doang cari bagus,Positif
mohon dukung benah alih manajemen manajemen uang pegang manajemen ambil alih langsung royalti tulis,Positif
karakteristik loker indonesia subjektif pandang ijazah kerja keras angkat tahan ijazah lingkung jahat tahan usaha suka orang cepat pindah laku urus jual laku,Positif
terima kasih bikin abang pindah usaha,Positif
bilang kerja tulis masuk paham pengin pindah usaha pengin cari serah,Negatif
tahan ganti posisi selingkuh usaha pikir bego pindah kantor,Negatif
wajar pabrik semikonduktor pindah karyawan suka colong pabrik ganti buruh demo takut tuju pabrik kesal masal pabrik pindah negeri tetangga efek abad,Positif
pindah usaha capek bulak jakarta suruh jakarta,Negatif
sepenuh saudara audit sesal taubat pecat pindah usaha kompetitor jujur pecat ubah karir jabat cemerlang usaha,Negatif
kerja usaha loyal tinggal sudut pandang positif pilih loyal pilih pindah karir,Negatif
wajar saran usaha wajar pindah detail nama usaha buka orang,Positif
pengin pindah usaha,Negatif
pegang divisi tahan cuman pindah kembang ilmu karir terima jepang usaha,Positif
rutinitas bosan tantang rupa kerap niat usaha pindah usaha kerja tuntut hidup,Negatif
laku rutinitas kerja monoton tantang rupa kerap niat usaha pindah usaha kerja,Negatif
kandidat lamar pindah taraf hidup gaji lihat gaji juta usaha kerja harap gaji,Positif
usaha suami istri kerja bareng usaha salah pindah divisi kait,Negatif
pindah coblos kerja daftar bawa surat terang usaha kerja lambat,Negatif
putus pindah usaha cari survei utama karyawan tinggal usaha,Negatif
nama profesional bisnis pindah usaha jelek usaha biar terima usaha versi profesional politik kayak,Positif
pindah pilih pindah domisili administrasi kakak jakarta timur kerja tugas kuliah syarat lengkap kakak jakarta timur,Negatif
long mutasi pindah divisi masuk kayak botol kosong mutasi usaha dinamis banget,Negatif
logika usaha toko bangkrut salah konsumen beli preferensi pribadi jual ayam burger kompetitor pindah,Negatif
penasaran kandidat usaha pindah utama gaji mentok kasih ruang mentok seru,Negatif
uang usaha bawa kabur mantan manajer uang sisi manajer uang bawa kabur gaji bayar uang usaha buruk uang usaha buruk suka ambil uang usaha urus pribadi,Negatif
serakah perintah kuasa paksa dorong klien relokasi usaha singapura usaha modal asing milik transaksi ekspor beli komoditas ekspor,Positif
orang kerja kali pria kerja kerja sesuai gagal kerja mall masuk usaha,Negatif
daerah siklus kawasan rame sepi pabrik tutup pindah bekas upah bikin ogah masuk,Negatif
sisi majalah tempo publikasi liput kait gaya kerja eksekutif usaha negara mesti kantor kendali usaha tinggal bogor pimpin usaha gula medan,Negatif
putus duga bikin uang buruk apartemen cicil beban usaha salah kelola bisnis bayar apartemen gaji suka tarik uang,Negatif
tenaga usaha usir pulang proses transfer gara-gara politis libat politik pakai langsung kacir,Negatif
indikasi usaha tingkat budaya kerja manajemen kondisi usaha faktor timbang nilai,Positif
gara-gara gaji bonus pindah usaha gaji sesal,Negatif
jabat mending kecuali material pindah kondisi butuh adaptasi bantu,Negatif
pindah bumn bank usaha swasta pindah sender posisi keluarga kayak suka kerja sender pindah bumn swasta bumn kemarin,Negatif
saran pindah kerja minimal kerja usaha pindah cepat pindah usaha khawatir,Negatif
sambo viral lokasi operasional indonesia kamboja viral berita nasional minggu kantor operasional pindah negeri,Positif
salah usaha pindah kerja,Negatif
pindah usaha jujur kasih bilang terima bilang usaha bilang kompetitor kasih langsung cabut,Positif
wajar banget cari peluang kondisi tingkat kerja cari pindah usaha,Positif
usaha salah pindah kerja kadang kota suruh pindah kota,Negatif
usaha daftar admin usaha usaha rival bingung pindah jatuh salah usaha aman terima kasih,Negatif
arti pindah kuat gaji bumn lihat gaji timbang masuk usaha bingung pakai terima kasih,Positif
mbak pokok keluarga pindah kota pacar usaha,Negatif
banget barusan banget nikah pengin pindah kerja takut banget tolak meni anggap habis nikah hamil cuti usaha berat orang ganti orang batu,Positif
kali pindah sadar orang orang tolol jahat usaha tahan slip,Negatif
pindah usaha kontrak habis alam usaha pindah kali,Positif
terang alternatif lingkung jahat cari lingkung kerja dukung kembang tumbuh kembang profesional,Positif
beda garis kait uang anggap muncul lurus timbul kesalahpahaman kena anggar royalti,Negatif
bilang jenjang karir usaha paham orang pindah,Negatif
tantrum besok tonton pindah usaha capek tidur cepat bagus subuh masjid dasar cewek,Positif
coba gali dasar letak pikir sadar klien dorong pindah usaha krusial lihat skenario klien pindah usaha,Negatif
masuk kerja muncul paksa gugat kayak insentif gaji bayar janji kasih,Negatif
pabrik pindah indonesia malaysia paksa orba padat karya perintah tolol hasil bijak tolol investasi sulit,Negatif
bareng sistem kerja budak budak kayak tawar stabilitas karir korea main cocok masuk situ,Negatif
laku bincang pandang opini akurat pilih gelar konferensi pers tinggal sederhana paham situasi,Negatif
betah kerja kucing makan,Positif
pilih tahan hidup kerja sehat moga kuat mudah,Positif
plan mental kali jahat titik,Negatif
surat kemarin tahan banget maki grup kirim surat grup kerja suruh modul lembar kasih kerja,Positif
salah pakai acara maki maki grup orang asih kerja kerja paham model,Negatif
niat pengin jaga etika kasih contoh surat mohon kerja,Positif
kerja lagu kerja tahan,Positif
usaha kerja kayak rangin kerja salah kerja lahir anak,Negatif
orang partner kerja putus percaya paham kepo justifikasi teman,Positif
bahasa,Negatif
karyawan sifat nyata mohon tanggung kerja sila nama call,Positif
kerja selera musik orang kantor jelek,Negatif
mesti sorang stres jahat gaji sikit orang kerja,Negatif
tolong bantu cari kerja logis terima kasih,Positif
bilang mending sehat mental paham diagnosis sehat mental,Negatif
kudap wajib lembur traktir,Positif
jahat lingkung kerja jahat tinggal toleransi,Negatif
orang gaji fasilitas kerja kerja jarak lingkung teman kerja,Positif
contoh surat henti kerja masuk kerja izin kena adab,Negatif
orang manager suruh dorang suruh orang dorang bertanggungjawab carik kerja dorang susah hidup,Negatif
tunggu manajemen suasana kantor tanggung makan loyalitas buta,Positif
cewek bakti kerja biar rumah suami daftar kerja swasta terima,Positif
salah cari kerja pengin bilang,Negatif
kerja masuk akal,Negatif
kasih kerja,Positif
normalisasi budaya lingkung kerja dukung sehat mental,Positif
kerja upan uang ganti kerja janji,Positif
lihat saudara susah cari kerja kali bantu kerja alam maaf takut kapai suasana kerja nyaman,Positif
kerja,Netral
benda masuk kerja pagi kerja,Negatif
koyo kowe sing kowe nyaman sisi pilih tahan,Negatif
kerja asih,Positif
real teman bikin emosi malas jarang kerja gaji uang makan jalan,Positif
suka heran kerja capek napas capek nama hidup,Positif
kasih masuk kerja,Negatif
derita tenaga sehat kunjung rawan undur gelombang beban kerja insentif cair nilai utama nakes khusus rawan putus,Negatif
kembang kerja kontrak pakai bilang,Positif
kerja gaji kerja berat pengin rambut,Netral
elok hantar surat penat kerja bangang,Positif
rehat langsung cari kerja nekat cadang mental capek banget hati pikir,Positif
rekan kerja wanita program hamil anak banget jago desain,Positif
gaji nyaman lingkung kerja teman kerja kalimat indah kepsek,Positif
kasih biar kerja capek banget salah mental ajur ajur,Positif
orang kerja nomor bikin kaget,Negatif
cari kerja susah pandemi kerja beban banget depresi samping gaji keluarga bilang sakit biar libur kerja,Negatif
sorang puluh kali tolong cari cari kerja surat tolong kerja gila pujuk makan pujuk,Negatif
kelar kerja kerja sambi gila,Negatif
kerja orang,Netral
benda kerja,Positif
kerja cari kasih gaji kerja auto sesal tinggal kerja sesal,Positif
teman gila kerja ajak,Negatif
pengin kerja uang,Negatif
kerja november kerja kerja saran pengin,Negatif
anak jaman kerja bosan karir teman cuan gede,Negatif
nyata orang harga kerja keras enak tulus,Positif
salah partner kerja wirausaha ujung katai penuh drama aktris aktor drama,Negatif
gabut kerja kerja alhamdulillah,Netral
minggu kerja pengin betah lingkung kerja bingung,Netral
kerja capek utama nyaman orang kerja nyaman orang jahat jahat orang pacar,Positif
main data karyawan paksa tunggu sakit usaha lalai gaji alias penuh wajib ngeri,Positif
tahap lampau stres kerja mesti kadang tahan jenis kerja paruh jalan kadang kerja gaji bayar komitmen moga sabar rezeki milik allah,Positif
tetangga kantor kerja capek kerja jahat kepala rehat capek jalan,Positif
lihat masuk ruang basa basi basi jalan meja serah surat undur harap sesal,Positif
asih cuti sakit acara keluarga kayak pengin cuti tidur receh asih receh ledek sindir cuti,Negatif
pegawai kerja,Positif
kerja cari duit cari nyaman nyaman salah pandemi cari kerja susah,Negatif
kerja bilang cocok lingkung alhamdulillah terima,Positif
teman anak grup suka sistem kerja oren ajak kepo sibuk,Negatif
kantor teman belah positif tindak tular untung kantor kerja,Negatif
mama kerja sakit salah banget kaya hambat tuju hidup mama beliau salah sakit akibat urus pusing stres pikir banget kaya beban orang rumah,Positif
benci banget kantor allah rematik masuk angin konyol dingin kerja musti pakai,Positif
kerja alam istilah bilang takut bagus,Positif
kerja dengar kaya banget kemarin kerja kangen kerja,Positif
kerja pengin loker kerja,Netral
keren karyawan papa hamil cerita kerja rumah kuat kantor papa kasih bijak gaji cuti lahir gaji papa kasih habis cuti lahir,Positif
omong kerja jujur,Positif
kerja seng masuk akal dulur sungkan tolong cerah,Negatif
kerja tulis,Positif
tuntut maaf maaf olah kerja bareng bikin salah sadar kerja,Negatif
masuk akal kontrak kerja habis,Negatif
slip gaji gaji sisa kerja situ tulis hitung kerja bayar potong arti hitung,Positif
minggu kerja nyata kuat ayah omong omong kadung omong,Negatif
utama kerja gaji rekan kerja laku kerja kayak tahi,Negatif
sedih banget teman salah tahan kerja menang doang,Positif
kudu rabi suami kerja lembur rabi solusi,Negatif
hear sayang sreg puas tawar kerja pakai ambil utama khawatir,Negatif
kerja bareng mama kerja maghrib sayang orang kantor isya mama tinggal hidup lucu lucu banget,Positif
kerja bisnis bisnis kerja,Positif
jujur jahat capek orang kerja modal lurah riwayat hidup,Positif
minggu kerja sakit,Negatif
pikir kerja maksimal harga sesuai salah maksimal,Positif
teman gaji lumayan lingkung kerja kerja cari coba pengin,Negatif
kabur kerja kerja indak nyaman,Positif
kerja turun lapang kadang malam lepas gaji kerja pulang malam gaji standar keluh astagfirullah,Negatif
kerja cocok lingkung kerja,Positif
kerja swasta enak tunggu pensiun laki kerja rumah kerja pulkam sedih banget,Positif
masuk akal betah kerja,Negatif
kabar dampak buruk mutlak dampak cari kerja bpjs mangkir aset usaha bawa cari usaha buruk buruk kerja atur,Negatif
surat undur kerja tulis contoh surat undur kerja sopan,Negatif
bikin tiktok kerja mental mental kayak tren kerja ganggu mental tekan,Negatif
adik pilih usaha kerja pilih vaksin alami alam biar adik teman syukur kasih kerja sila,Negatif
kerja teman angkat sedih bikin menang rekan kerja kerja teman angkat sedih,Positif
tolong kasih cocok kosmetik mall kerja capek banget,Positif
sampah staff acah masuk kerja kerja gaji berkat kerja kena,Negatif
bismillah besok kerja malam ijin kota nekad nilai coba bikin pengin,Positif
tulis surat pakai kayak tarik kerja usaha bilang undur,Negatif
kayak teman bank riba pilih jual baju pasar usaha jalan anak istri bahagia,Negatif
kerja talk sakit badan plan cabut masuk saing plan cabut orang cabut penat kerja elok,Negatif
salah kerja kerja bingung,Negatif
mundur capai target rupa tradisi gubernur,Negatif
kerja coba kasih kerja kerja kasih janji surat terang alam,Positif
tips serabut dana cemas plan komitmen buang cari peluang kerja sambung,Negatif
orang juang lelah,Negatif
kerja kerja sehat mental miskin duit miskin mental,Negatif
suka seragam kerja manja,Negatif
kantor kerja lingkung nyaman jakarta muda duit galau,Positif
suka jenis gaya kerja kisah kerja info kena taktahu lupa sibuk acah bagus,Negatif
orang susah cari kerja bingung cari,Negatif
malas pulkam ketemu tante kakak sepupu pokok anggota keluarga bagus kerja kemarin lihat susah kerja pandemi sabar sabar,Positif
salah kerja kang malas jala pulang kerja kayak alhamdulillah kayak usir rumah,Negatif
pengin kerja faktor lingkung kayak beban bikin berat badan turun drastis kurus banget tidur nyenyak pikir,Negatif
teman guru izin masuk kerja sakit sehat mental drop berat keluarga susah murid milik sulit kontrol emosi negatif,Negatif
manager pecat nyata kerja busuk kirim lebay gaji tarik usaha,Negatif
kerja minggu cocok coba buah utas,Positif
kerja bidang minat suka kerja pergi kerja menang ambil putus henti tawar bonus,Negatif
pengaruh buku sisi bisnis pindah inti cerita usaha hindar intervensi usaha jalan terjun,Positif
jujur dengar orang bosan lingkung kerja gaji pengin lempar kerja,Negatif
kerja jahat rubah darah daging pilih,Negatif
kawan tawar loker mundur kerja gaji pokok pagi pulang malam lembur partner jahat parah wajar,Negatif
rencana usaha,Positif
curcol kerja pengin fokus kerja ajar maksimal berat teman kantor banget nyaman kayak sekolah ketawa obrol,Positif
salah tangan diam suka kadang sebel mohon maklum sebentar cari kerja,Negatif
